x	y	type	ai	info	info_bits	info_cond	cplx	n_xy_ai	info_shifted	info_shifted_bits	ort_inferred	is_causal	sign	partial_correlation	p_y2x	p_x2y
col12a1	plagl1	P	NA	48.904116	0.320698752873903	48.904116	21.62503	220	27.279086	0.178888191328107	1	FALSE	+	0.571517926146437	0.5	0.5
heyl	jag1	P	NA	54.639618	0.358310481475761	54.639618	27.415765	220	27.223853	0.178525989622682	1	FALSE	+	0.621747205611641	0.0009474360609997	0.5
kdm3a	zfp36l1	P	NA	48.481169	0.317925191330908	48.481169	21.627004	220	26.854165	0.176101684875973	-2	FALSE	+	0.590276153805842	0.95571134728416	0.5
ccnb1	chd1	P	NA	54.195357	0.355397149014123	54.195357	27.382892	220	26.812465	0.175828228588677	1	FALSE	+	0.611289630477808	0.5	0.5
fbxw7	gdf11	P	NA	36.600913	0.240017980350493	36.600913	9.976026	220	26.624887	0.174598147450587	1	FALSE	+	0.451443526662907	0.0411694562626955	0.5
map4	smad7	P	NA	41.049924	0.269193280834858	41.049924	14.766838	220	26.283086	0.172356717415719	1	FALSE	-	-0.350100119489744	0.0406410248998314	0.5
adam10	gsk3b	P	NA	40.67384	0.266727033008687	40.67384	14.823378	220	25.850462	0.169519696964039	1	FALSE	-	-0.452870430946484	0.5	0.5
col6a3	myh9	P	NA	47.443386	0.311119716841731	47.443386	21.792576	220	25.65081	0.168210438099023	1	FALSE	+	0.590483392540707	0.5	0.5
map4	st7	P	NA	52.238615	0.342565412742763	52.238615	26.779318	220	25.459297	0.166954552392815	1	FALSE	-	-0.435981707731124	0.0412744071239439	0.5
casp8	sf3b1	P	NA	46.712976	0.306329903728933	46.712976	21.400962	220	25.312014	0.165988713966873	1	FALSE	+	0.590285234346442	0.5	0.286851584099832
ccnd2	csf1r	P	NA	46.725877	0.306414504677671	46.725877	21.541254	220	25.184623	0.165153321403446	2	TRUE	+	0.575672606891064	0.149532707098857	0.686667215548187
adam17	chd1	P	NA	46.710525	0.306313830794636	46.710525	21.752634	220	24.957891	0.163666479894306	1	FALSE	-	-0.540419936488201	0.5	0.5
fgf1	itgav	P	NA	46.486132	0.304842327756862	46.486132	21.877115	220	24.609017	0.161378667213874	1	FALSE	+	0.540564146560871	0.5	0.00274724421748981
gata3	hsd17b2	P	NA	45.742296	0.299964470900341	45.742296	21.42617	220	24.316126	0.159457974517415	1	FALSE	-	-0.542280515454092	0.5	0.5
adgra2	heyl	P	NA	58.220377	0.381792041711754	58.220377	34.293407	220	23.92697	0.156906004374995	1	FALSE	+	0.635696428858234	0.378876140539369	0.5
afdn	fbxw7	P	NA	38.745277	0.254080086298951	38.745277	14.969016	220	23.776261	0.155917699252644	2	FALSE	+	0.445538883208531	0.5	0.959549832144124
arid5b	cdk6	P	NA	38.46761	0.252259228099321	38.46761	14.830346	220	23.637264	0.155006197968106	1	FALSE	+	0.416480407026183	0.000431675914490375	0.150955071894458
arid5b	erbb4	P	NA	32.593367	0.213737676985336	32.593367	9.639748	220	22.953619	0.150523055917067	-2	FALSE	-	-0.300138564329293	0.99956844072227	0.5
mmp1	mmp3	P	NA	44.334081	0.290729812732135	44.334081	21.455417	220	22.878664	0.150031523158931	1	FALSE	+	0.55581056987718	0.5	0.5
ccnd2	klrg1	P	NA	37.894158	0.24849869920574	37.894158	15.02257	220	22.871588	0.149985120840252	-2	FALSE	+	0.525102429860071	0.590760640942471	0.5
map2k1	tsc2	P	NA	32.517648	0.213241134140786	32.517648	9.810525	220	22.707123	0.148906607931617	1	FALSE	-	-0.41987750119111	0.5	0.5
dll1	pdgfrb	P	NA	44.254893	0.290210521209871	44.254893	21.726738	220	22.528155	0.147732988631263	2	FALSE	+	0.480569269726692	0.5	0.98979569563697
ccnd1	map4	P	NA	32.557823	0.213504589928367	32.557823	10.051505	220	22.506318	0.147589788033046	1	FALSE	+	0.546909822892945	0.5	0.0406185261931128
fas	ppp2cb	P	NA	48.965559	0.321101677925709	48.965559	26.722754	220	22.242805	0.145861747586183	1	FALSE	+	0.485374826337066	0.5	0.5
adam10	stk11	P	NA	31.585866	0.207130782910833	31.585866	9.76317	220	21.822696	0.143106796809216	1	FALSE	-	-0.356482196288804	0.5	0.5
nt5e	pdgfra	P	NA	36.914088	0.242071689529722	36.914088	15.131928	220	21.78216	0.142840973690227	1	FALSE	+	0.536142937038921	0.5	0.5
hsd17b6	mmp7	P	NA	31.594722	0.207188857943934	31.594722	9.930373	220	21.664349	0.142068403938126	1	FALSE	+	0.364639134331626	0.5	0.5
dab2	eif5a2	P	NA	43.53965	0.285520168804733	43.53965	21.941821	220	21.597829	0.141632185419399	1	FALSE	+	0.517362978682705	0.5	0.5
igf1	pdgfra	P	NA	48.717818	0.319477065597869	48.717818	27.23114	220	21.486678	0.140903289980809	1	FALSE	+	0.578590110549921	0.5	0.5
fam20c	ptprm	P	NA	42.962276	0.281733920593195	42.962276	21.585431	220	21.376845	0.140183037597055	1	FALSE	+	0.490042983656293	0.5	0.5
adam10	nf2	P	NA	31.351366	0.20559300115134	31.351366	10.023322	220	21.328044	0.139863015048462	2	FALSE	+	0.528190962730886	0.5	0.597407360937439
mmp19	utrn	P	NA	31.247126	0.204909426010148	31.247126	9.975565	220	21.271561	0.139492616212123	-2	FALSE	+	0.447505618078902	0.987179574412286	0.5
akr1c2	srd5a1	P	NA	30.858478	0.202360787181733	30.858478	9.627242	220	21.231236	0.139228176768833	1	FALSE	+	0.316577540106952	0.5	0.5
map2k1	nt5e	P	NA	45.435045	0.29794960956394	45.435045	24.387139	220	21.047906	0.138025952760441	2	FALSE	+	0.514898188550633	0.5	0.948482779262296
epcam	hdac2	P	NA	42.313208	0.277477524298651	42.313208	21.536864	220	20.776344	0.136245129348196	-2	FALSE	+	0.469222810891529	0.997093868609407	0.5
jak1	smad1	P	NA	35.463411	0.232558578103214	35.463411	15.078795	220	20.384616	0.133676292789208	1	FALSE	+	0.489733772598751	0.0596880079941668	0.5
arid5b	sdc4	P	NA	35.090175	0.230111006620118	35.090175	14.779888	220	20.310287	0.133188865154234	1	FALSE	-	-0.381951490128915	0.000569528342852135	0.5
arid1a	ctcf	P	NA	34.453781	0.225937722675338	34.453781	14.290091	220	20.16369	0.132227525313738	1	FALSE	+	0.42546441488656	0.5	0.5
eif5a2	mapk14	P	NA	41.604744	0.272831626573886	41.604744	21.85657	220	19.748174	0.129502694074602	1	FALSE	-	-0.514931870190513	0.5	0.453861549937325
hras	map4	P	NA	34.290176	0.224864849392772	34.290176	14.876613	220	19.413563	0.127308413936752	-2	TRUE	+	0.311235756882143	0.889961927211099	0.0406184450243222
cdkn1b	kdm3a	P	NA	37.866287	0.248315929417174	37.866287	18.470863	220	19.395424	0.127189463730631	1	FALSE	+	0.534521037648538	0.5	0.5
abcc10	adam10	P	NA	29.171806	0.191300090227159	29.171806	9.810525	220	19.361281	0.12696556401799	1	FALSE	-	-0.414951402532207	0.5	0.5
eif4e	ncstn	P	NA	34.140877	0.223885790634091	34.140877	14.850482	220	19.290395	0.126500714560406	1	FALSE	-	-0.472468330000242	0.451221542568944	0.5
cdk6	gata3	P	NA	40.323039	0.264426583631238	40.323039	21.35376	220	18.969279	0.124394930647905	1	FALSE	-	-0.484899950975696	0.110540437088091	0.5
erbb2	hdac2	P	NA	33.940707	0.222573134878024	33.940707	15.150185	220	18.790522	0.12322269502325	1	FALSE	+	0.458601875505034	0.5	0.5
col12a1	fam20c	P	NA	40.266076	0.264053037096628	40.266076	21.672069	220	18.594007	0.121934007677976	1	FALSE	+	0.50788179491191	0.5	0.5
gdf11	myc	P	NA	38.915999	0.25519963076609	38.915999	20.524571	220	18.391428	0.120605554411211	1	FALSE	-	-0.368761939108434	0.5	0.5
cdk6	cyp21a2	P	NA	37.842448	0.248159600294084	37.842448	19.515453	220	18.326995	0.120183021822258	-2	FALSE	-	-0.34645259757038	0.902390119883633	0.5
chd1	map3k1	P	NA	39.744163	0.260630485747194	39.744163	21.52057	220	18.223593	0.119504942037631	2	FALSE	+	0.587412404177194	0.5	0.999211874402554
foxp1	myc	P	NA	32.885505	0.215653431730133	32.885505	14.873037	220	18.012468	0.118120446626232	1	FALSE	-	-0.38254171292044	0.211975202906552	0.5
maml3	map4	P	NA	32.692938	0.214390634203138	32.692938	14.712493	220	17.980445	0.117910449247622	1	FALSE	+	0.387992081725251	0.5	0.0406334097545781
cyp21a2	map4	P	NA	35.904061	0.235448230693067	35.904061	18.021123	220	17.882938	0.117271027132385	1	FALSE	+	0.426834566548839	0.5	0.5
ccnd1	tnk2	P	NA	39.551306	0.259365786485827	39.551306	21.705513	220	17.845793	0.117027441190141	1	FALSE	+	0.471540411296245	0.5	0.5
ccnd1	gata3	P	NA	38.722504	0.253930747689105	38.722504	20.880743	220	17.841761	0.117001000524664	1	FALSE	+	0.503519228940383	0.5	0.5
hey1	pdgfrb	P	NA	32.811778	0.215169951833407	32.811778	15.093931	220	17.717847	0.116188409100588	1	FALSE	+	0.435432078974771	0.5	3.22897609107594e-06
hey2	heyl	P	NA	44.931856	0.294649844677896	44.931856	27.26613	220	17.665726	0.115846614972287	2	FALSE	+	0.460153209530914	0.5	0.99926101589967
acvr2a	birc6	P	NA	42.026254	0.275595764695182	42.026254	24.550837	220	17.475417	0.114598624742576	1	FALSE	+	0.554084418231782	0.5	0.5
acvrl1	adgra2	P	NA	41.94765	0.275080302872482	41.94765	24.510881	220	17.436769	0.11434518257012	1	FALSE	+	0.568292622453833	0.5	0.00559746866005871
adgra2	runx1	P	NA	39.142774	0.256686754256534	39.142774	21.713029	220	17.429745	0.114299121252087	6	FALSE	+	0.50546579801458	0.621125423692767	0.843775506297195
asxl2	map4	P	NA	31.880708	0.209064269689223	31.880708	14.514183	220	17.366525	0.113884543158974	-2	TRUE	-	-0.19310722177759	0.785386432642983	0.0427502647427235
cyp21a2	tnk2	P	NA	32.321105	0.211952263179779	32.321105	14.983641	220	17.337464	0.113693969701777	2	FALSE	+	0.387463612051769	0.5	0.902664649065641
chd1	ubr5	P	NA	27.327963	0.179208712262259	27.327963	10.025355	220	17.302608	0.113465394345662	1	FALSE	+	0.463238602601749	0.5	0.5
gata3	mapt	P	NA	31.994471	0.209810293852572	31.994471	14.746693	220	17.247778	0.113105835395244	2	FALSE	+	0.370631624620343	0.5	0.84868597371151
heyl	mecom	P	NA	31.980731	0.209720190989563	31.980731	15.094675	220	16.886056	0.110733769324424	1	FALSE	+	0.467466289423411	0.5	0.5
eif5a2	gdf11	P	NA	38.448579	0.25213442842058	38.448579	21.564407	220	16.884172	0.11072141460871	1	FALSE	+	0.53454485518845	0.5	0.5
jag1	notch3	P	NA	38.124658	0.250010250146308	38.124658	21.280257	220	16.844401	0.110460608133841	2	FALSE	+	0.493326203196503	0.5	0.990516434422308
bmpr1a	map2k1	P	NA	29.180993	0.191360335860525	29.180993	12.353179	220	16.827814	0.110351835485463	1	FALSE	+	0.319902176791782	0.5	0.5
map4	pdgfa	P	NA	38.305366	0.251195279852894	38.305366	21.556063	220	16.749303	0.109836983529303	1	FALSE	+	0.43743452856907	0.0406209219220831	0.5
smarcd1	tnk2	P	NA	31.748413	0.208196718141794	31.748413	15.059607	220	16.688806	0.109440262066173	1	FALSE	+	0.490700974827765	0.5	0.0978497155535647
gata3	srd5a1	P	NA	38.072888	0.249670757772368	38.072888	21.779483	220	16.293405	0.106847339057707	1	FALSE	-	-0.484808664341299	0.5	0.5
ccnd3	mapk6	P	NA	31.256841	0.204973134111613	31.256841	15.059727	220	16.197114	0.106215891111424	1	FALSE	-	-0.423111903529191	0.5	0.5
eif4e	runx1	P	NA	31.116413	0.204052248751604	31.116413	15.10545	220	16.010963	0.104995167817985	1	FALSE	-	-0.486927675506204	0.451216469610994	0.5
adgra2	peg3	P	NA	30.908893	0.202691393865762	30.908893	15.126913	220	15.78198	0.103493564915495	1	FALSE	+	0.332358011831785	0.00560419197430409	0.5
ackr3	col6a3	P	NA	30.425418	0.19952090757079	30.425418	14.84971	220	15.575708	0.102140894045157	1	FALSE	+	0.409837585177363	0.5	0.5
ccnd2	jak2	P	NA	37.131427	0.243496934518321	37.131427	21.710336	220	15.421091	0.101126961412716	1	FALSE	+	0.546717806008608	0.409258007985944	0.5
ncoa3	sf3b1	P	NA	37.04395	0.24292328618154	37.04395	21.63128	220	15.41267	0.101071738981173	1	FALSE	-	-0.465619836946183	0.5	0.287434237241495
kdm5a	mapk6	P	NA	25.305991	0.165949216911276	25.305991	10.012226	220	15.293765	0.100291995100096	1	FALSE	-	-0.4413573533638	0.5	0.5
acvr1b	erbb3	P	NA	29.845036	0.195714933783421	29.845036	14.746533	220	15.098503	0.0990115245588506	2	FALSE	+	0.46973924068495	0.5	0.988884853926623
casp9	fbxw7	P	NA	24.656805	0.161692046807574	24.656805	9.863272	220	14.793533	0.0970116213469419	1	FALSE	-	-0.302316146078983	0.5	0.0474364810270397
hsd17b6	mmp13	P	ptprd [59%]	57.996277	0.380322460081467	20.908578	6.165621	220	14.742957	0.096679958872451	1	FALSE	+	0.305472590646282	0.5	0.5
adgra2	dab2	P	NA	41.722465	0.273603606132561	41.722465	27.132864	220	14.589601	0.0956742955056757	-2	FALSE	+	0.594173416919916	0.994409904348386	0.5
arid5b	hdac2	P	NA	26.905118	0.176435819605147	26.905118	12.370773	220	14.534345	0.0953119429730423	1	FALSE	+	0.380582376558669	0.00222476116679146	0.5
adgra2	sf3b1	P	NA	35.878065	0.235277756600872	35.878065	21.413002	220	14.465063	0.0948576120738474	-2	FALSE	-	-0.439253871587153	0.994409904348386	0.5
map3k1	pbrm1	P	NA	34.113136	0.22370387334714	34.113136	19.679155	220	14.433981	0.0946537854953887	1	FALSE	+	0.33955736075397	0.00637128565625515	0.5
jag1	rad51	P	NA	24.28009	0.159221661069717	24.28009	10.000316	220	14.279774	0.0936425415218871	1	FALSE	-	-0.421887172442158	0.5	0.5
jak1	shank2	P	NA	24.098426	0.158030362197408	24.098426	9.994707	220	14.103719	0.0924880248154157	1	FALSE	-	-0.397613135586909	0.0564789976635209	0.5
birc6	stat3	P	NA	29.144574	0.191121510811916	29.144574	15.128184	220	14.01639	0.0919153470189348	1	FALSE	-	-0.513337572715903	0.5	0.5
col12a1	mmp1	P	NA	26.439168	0.173380257085592	26.439168	12.498492	220	13.940676	0.0914188369629081	1	FALSE	+	0.357557853690437	0.5	0.5
acvr1	spry2	P	NA	28.89754	0.18950153478132	28.89754	14.995482	220	13.902058	0.0911655915215943	1	FALSE	+	0.490467000070515	0.5	0.5
foxo3	map2k1	P	NA	23.965336	0.157157597274717	23.965336	10.076896	220	13.88844	0.0910762886985633	-2	FALSE	-	-0.465652126260739	0.873389229219676	0.5
mapk14	sf3b1	P	adam10 [59%]	55.594391	0.364571600895191	20.565999	6.858688	220	13.707311	0.0898884981982852	2	FALSE	+	0.338970868286928	0.5	0.713212351908562
fam20c	srd5a1	P	NA	28.630706	0.187751716197045	28.630706	15.040557	220	13.590149	0.089120184396555	1	FALSE	+	0.449847263850713	0.5	0.5
arid2	chd1	P	NA	35.114882	0.230273027830914	35.114882	21.824704	220	13.290178	0.0871530631505982	1	FALSE	+	0.369157930563534	0.5	0.5
jak2	ptpn22	P	NA	28.231136	0.185131454117554	28.231136	15.082383	220	13.148753	0.0862256397589722	1	FALSE	+	0.440514981312997	0.5	0.5
asxl1	gdf11	P	NA	23.095175	0.151451338368013	23.095175	9.971133	220	13.124042	0.0860635923173567	1	FALSE	+	0.399429063443409	0.5	0.5
pms2	raf1	P	NA	22.843544	0.149801216568767	22.843544	10.065567	220	12.777977	0.0837942002295147	1	FALSE	-	-0.409042909274507	0.5	0.5
acvr2a	spry2	P	NA	33.030405	0.2166036431457	33.030405	20.283326	220	12.747079	0.0835915802687266	-2	FALSE	+	0.430170638771485	0.644096621465442	0.5
epcam	tnk2	P	NA	33.792703	0.221602568346971	33.792703	21.08053	220	12.712173	0.0833626770273754	1	FALSE	-	-0.442962066374055	0.336175511123873	0.0986279956920377
erbb2	gata3	P	NA	32.325551	0.211981418735015	32.325551	19.645129	220	12.680422	0.0831544633444514	2	FALSE	-	-0.275276897990964	0.5	0.887420071567527
klrg1	ptpn22	P	NA	27.686726	0.18156137408478	27.686726	15.067742	220	12.618984	0.082751571081169	1	FALSE	+	0.467639415133763	0.5	0.5
csf1r	ptpn22	P	NA	33.797084	0.221631297651399	33.797084	21.502731	220	12.294353	0.0806227368365379	-2	FALSE	+	0.459824165570889	0.686667215548187	0.5
eif4e	nfkb2	P	sf3b1 [48%]	47.694827	0.312768592677077	23.53594	11.259073	220	12.276867	0.0805080688116062	6	FALSE	-	-0.268649996709189	0.548783916074105	0.799930980757729
gata3	map3k5	P	NA	27.065702	0.17748888206172	27.065702	14.802241	220	12.263461	0.0804201562219782	2	TRUE	-	-0.397962277164819	0.113094376648873	0.999493234226225
map2k2	src	P	NA	22.205915	0.145619833858645	22.205915	10.052725	220	12.15319	0.0796970315635516	1	FALSE	+	0.419572185793982	0.5	0.5
gata3	spry2	P	NA	32.485669	0.213031425301183	32.485669	20.468423	220	12.017246	0.0788055509515579	1	FALSE	-	-0.459156205783618	0.5	0.5
map4	notch3	P	NA	27.060847	0.17745704440525	27.060847	15.065146	220	11.995701	0.0786642652031217	2	FALSE	+	0.44506003511729	0.5	0.990516434422308
pdgfra	sdc4	P	NA	26.869774	0.176204044089124	26.869774	14.881119	220	11.988655	0.0786180596155849	1	FALSE	-	-0.428056793842612	0.5	0.5
map4	wwox	P	NA	26.81256	0.175828851570626	26.81256	14.830456	220	11.982104	0.0785751000918901	1	FALSE	+	0.3654104604399	0.240544590930282	0.5
hsd17b6	nrarp	P	NA	26.66492	0.174860672044095	26.66492	14.744672	220	11.920248	0.0781694667080299	1	FALSE	+	0.221786074723259	0.5	0.5
map3k1	rad51	P	NA	21.621234	0.141785668498636	21.621234	9.850348	220	11.770886	0.0771899948139515	1	FALSE	-	-0.352881545133801	0.5	0.5
