x	y	type	ai	info	info_bits	info_cond	cplx	n_xy_ai	info_shifted	info_shifted_bits	ort_inferred	is_causal	sign	partial_correlation	p_y2x	p_x2y
casp8	sf3b1	P	NA	34.951382	0.253387866751838	34.951382	14.901703	199	20.049679	0.145354635501083	1	FALSE	+	0.526748776930691	0.5	0.000518849772511416
dll1	pdgfrb	P	NA	38.042565	0.27579808978993	38.042565	18.285899	199	19.756666	0.14323037217437	2	FALSE	+	0.57539239908786	0.5	0.998967299881324
jak1	stat3	P	NA	29.6291	0.21480279214072	29.6291	9.874179	199	19.754921	0.143217721406298	1	FALSE	+	0.367212033837485	0.0127436529726144	0.334650456313866
adam10	ncoa2	P	NA	40.150068	0.29107690449726	40.150068	20.470205	199	19.679863	0.142673571635549	1	FALSE	+	0.57157421316768	0.00953058357469697	0.5
arid1a	eif5a2	P	NA	29.58755	0.214501566115851	29.58755	9.965315	199	19.622235	0.142255784551044	1	FALSE	-	-0.388529896139665	0.5	0.5
adam10	mapk9	P	NA	33.961503	0.246211517383094	33.961503	14.513555	199	19.447948	0.140992251935007	2	TRUE	+	0.427995931164811	0.0089606086602044	0.995052318187128
ar	mapt	P	NA	29.118872	0.211103780053671	29.118872	9.951157	199	19.167715	0.138960640078759	1	FALSE	+	0.448879415592927	0.5	0.5
acvrl1	adgra2	P	NA	40.107546	0.290768631740834	40.107546	21.618122	199	18.489424	0.134043217656751	1	FALSE	+	0.590216282745161	0.5	0.5
hey1	heyl	P	NA	33.547004	0.243206514107951	33.547004	15.092374	199	18.45463	0.133790970766034	1	FALSE	+	0.477307716320567	0.5	0.5
ar	cdk6	P	NA	30.89214	0.223959483318832	30.89214	12.497666	199	18.394474	0.133354856379703	1	FALSE	-	-0.458614283538907	0.5	0.5
col12a1	hsd17b6	P	NA	39.268794	0.284687911384373	39.268794	21.138922	199	18.129872	0.131436564956541	1	FALSE	+	0.457801649690016	0.0412654606857796	0.5
pik3r1	tgfb3	P	NA	39.216882	0.284311563721244	39.216882	21.613759	199	17.603123	0.127617780182203	1	FALSE	+	0.528649149515895	0.5	0.5
ar	mmp7	P	NA	27.178434	0.197036140456925	27.178434	9.997594	199	17.18084	0.124556345056818	2	FALSE	-	-0.466005845449086	0.5	0.975674129040448
map2k1	mapk6	P	NA	36.729151	0.266276201023929	36.729151	19.707985	199	17.021166	0.123398752655014	1	FALSE	+	0.457450303582454	0.336393223670623	0.5
abcc10	ctnna1	P	NA	26.421613	0.191549397223052	26.421613	9.572229	199	16.849384	0.122153380597155	2	FALSE	-	-0.382133830669311	0.5	0.819510321377956
cbfb	ctnna1	P	NA	25.909733	0.187838408592247	25.909733	9.28999	199	16.619743	0.120488546768588	-2	FALSE	+	0.0824304590079515	0.98581079719512	0.5
dab2	mecom	P	NA	31.517016	0.228489661742805	31.517016	15.047796	199	16.46922	0.119397296589494	1	FALSE	+	0.452632027763625	0.437874674683437	0.5
arid1a	sf3b1	P	NA	26.10377	0.189245123253799	26.10377	9.771222	199	16.332548	0.11840646233508	1	FALSE	+	0.392704104474203	0.5	0.000598143451064057
ar	frmd3	P	NA	26.210988	0.190022424142714	26.210988	9.938797	199	16.272191	0.117968890754261	1	FALSE	-	-0.438332905689868	0.5	0.00256120745219277
adam10	map2k2	P	NA	25.479341	0.184718185456376	25.479341	9.651178	199	15.828163	0.114749810384333	-2	FALSE	-	-0.343848420719251	0.991039921622818	0.5
jak1	kdm6a	P	NA	36.080747	0.261575451097836	36.080747	20.260575	199	15.820172	0.114691877841258	1	FALSE	+	0.415453497168115	0.235343126661479	0.5
jak1	mmp15	P	NA	25.642978	0.185904508513692	25.642978	9.833456	199	15.809522	0.114614668282538	1	FALSE	-	-0.365094206021434	0.0123144273841209	0.5
acvr2b	itgav	P	NA	29.634025	0.214838497030551	29.634025	14.087737	199	15.546288	0.112706294481566	1	FALSE	-	-0.235030813203614	0.5	0.5
hey1	jag1	P	NA	25.245619	0.183023765504885	25.245619	10.025745	199	15.219874	0.110339883129421	2	FALSE	+	0.471349284089309	0.5	0.998085802269552
hsd3b1	utrn	P	NA	29.948509	0.21711841917748	29.948509	14.916934	199	15.031575	0.108974767383168	1	FALSE	+	0.402388916996894	0.5	0.5
dab2	rad51	P	NA	29.896759	0.21674324596961	29.896759	14.921335	199	14.975424	0.108567688140752	1	FALSE	-	-0.471004578204594	0.5	0.5
eif4e	zfp36l1	P	NA	29.682616	0.215190768360861	29.682616	14.981484	199	14.701132	0.106579146893739	1	FALSE	+	0.549572102938937	0.189927173365875	0.5
csf1r	dab2	P	NA	29.292656	0.212363666058625	29.292656	14.708141	199	14.584515	0.105733705850607	1	FALSE	+	0.439252304427754	0.5	0.292123333587037
acvr2a	pdgfra	P	NA	35.467456	0.257129260724359	35.467456	20.911056	199	14.5564	0.105529879865307	1	FALSE	+	0.430869065683897	0.5	0.5
mapk14	nf2	P	NA	28.99878	0.210233146220252	28.99878	14.977497	199	14.021283	0.101650429402014	1	FALSE	+	0.543675401125135	0.5	0.5
ncoa2	nf2	P	NA	23.96596	0.173746591166549	23.96596	10.021667	199	13.944293	0.101092273164838	1	FALSE	+	0.462564336835694	0.5	0.5
jak1	myc	P	NA	28.48067	0.206476991810025	28.48067	14.570408	199	13.910262	0.100845557813398	6	FALSE	+	0.273994526413906	0.98973640543225	0.998809022539628
cdk6	shank2	P	NA	26.40184	0.191406048433889	26.40184	12.543448	199	13.858392	0.10046951463867	1	FALSE	+	0.499171615654028	0.5	0.5
nf2	stat3	P	NA	23.606616	0.171141446408895	23.606616	9.958319	199	13.648297	0.0989463839119584	2	FALSE	+	0.454899428810378	0.5	0.565535675754656
mapk14	stat3	P	NA	23.582814	0.170968888482446	23.582814	9.966612	199	13.616202	0.0987137040258411	1	FALSE	+	0.428733875312209	0.5	0.5
frmd3	ncoa3	P	NA	23.571581	0.170887452334736	23.571581	9.961198	199	13.610383	0.0986715178829118	-2	FALSE	-	-0.393863855434529	0.997440978837815	0.5
col12a1	ptprd	P	NA	34.890878	0.252949229461617	34.890878	21.367524	199	13.523354	0.098040581668271	1	FALSE	+	0.564475173919234	0.000319197046746917	0.5
ackr3	col6a3	P	pdgfrb [35%]	45.030348	0.326457586678916	26.324274	12.851542	199	13.472732	0.0976735861488746	1	FALSE	+	0.326719082047105	0.5	0.5
akt1	ar	P	NA	23.42833	0.169848922147287	23.42833	9.967432	199	13.460898	0.0975877929171465	1	FALSE	+	0.443651591289782	0.5	0.5
erbb4	zfp36l1	P	NA	23.339906	0.169207872567912	23.339906	9.964388	199	13.375518	0.0969688114970908	1	FALSE	-	-0.426756073363968	0.0914460165320874	0.5
jak1	rbl2	P	NA	34.026762	0.246684627110096	34.026762	20.690439	199	13.336323	0.0966846585718262	2	TRUE	+	0.42232518689181	0.000122336552081349	0.999858586353058
ccne1	e2f3	P	NA	23.056292	0.167151749395416	23.056292	9.887318	199	13.168974	0.0954714245396768	1	FALSE	+	0.428647784376428	0.5	0.5
map2k1	tnk2	P	NA	22.761819	0.165016901471921	22.761819	9.739841	199	13.021978	0.0944057441365084	1	FALSE	-	-0.334856608583329	0.5	0.5
foxo3	mapk9	P	NA	27.816328	0.201660695785632	27.816328	14.878777	199	12.937551	0.0937936717032565	2	FALSE	-	-0.397730313937736	0.5	0.999999606623194
col12a1	mmp3	P	NA	22.878315	0.16586146529847	22.878315	10.00315	199	12.875165	0.0933413904327998	1	FALSE	+	0.462029202887963	0.0370556913332425	0.5
mmp16	thsd7a	P	NA	22.809455	0.16536224931598	22.809455	9.96846	199	12.840995	0.0930936673697486	1	FALSE	+	0.307089995431704	0.5	0.5
ar	mapk4	P	NA	22.780642	0.165153363023451	22.780642	9.998588	199	12.782054	0.092666361397864	1	FALSE	-	-0.313721638495508	0.5	0.5
ccnd2	jak2	P	NA	22.76204	0.165018503660886	22.76204	10.014029	199	12.748011	0.0924195590497385	1	FALSE	+	0.364694201838237	0.326638772824676	0.5
erbb2	tgfb3	P	NA	22.316979	0.161791934326247	22.316979	9.645394	199	12.671585	0.0918654916567989	1	FALSE	+	0.370166629234559	0.5	0.5
cbfb	e2f4	P	NA	22.584875	0.163734106339684	22.584875	10.012675	199	12.5722	0.0911449778545941	1	FALSE	+	0.444371351541209	0.5	0.5
acvr1b	erbb3	P	NA	22.157504	0.160635784619484	22.157504	9.990571	199	12.166933	0.0882069040297903	1	FALSE	+	0.449916342920087	0.5	0.5
dab2	hdac2	P	NA	22.080316	0.160076192936991	22.080316	9.928181	199	12.152135	0.0880996226166493	1	FALSE	-	-0.432849219008878	0.5	0.5
ctbp2	sf3b1	P	NA	22.021281	0.159648205491067	22.021281	9.909397	199	12.111884	0.087807813983027	1	FALSE	+	0.340416233312765	0.5	0.5
eif4e	gsk3b	P	NA	32.085988	0.232614551606145	32.085988	20.008325	199	12.077663	0.0875597211840609	1	FALSE	-	-0.396221099773719	0.0760013119246977	0.5
casp8	eif5a2	P	NA	21.882263	0.158640363384563	21.882263	9.925354	199	11.956909	0.0866842880334704	1	FALSE	-	-0.464045348038232	0.5	0.5
eif4e	nt5e	P	NA	26.619243	0.192982160142303	26.619243	14.744925	199	11.874318	0.0860855260931586	1	FALSE	+	0.307495168073407	0.5	0.5
ptprm	rab25	P	NA	21.809299	0.158111394535501	21.809299	9.959495	199	11.849804	0.0859078063633477	1	FALSE	-	-0.366952681049104	0.5	0.5
bcl2l1	ncoa3	P	NA	26.58165	0.192709621274604	26.58165	14.804905	199	11.776745	0.0853781487905221	6	FALSE	+	0.441634590093072	0.646687308483395	0.556487390575057
kdm3a	zfp36l1	P	epcam [13%]	34.090136	0.24714407110769	15.908437	4.137863	199	11.770574	0.0853334107448069	1	FALSE	+	0.369805398800751	0.5	0.0229361840633385
col6a3	nt5e	P	NA	26.59407	0.192799662844492	26.59407	14.833341	199	11.760729	0.0852620372137639	2	FALSE	+	0.347651928549044	0.5	0.984919528784952
acvr2b	mapk9	P	NA	26.09799	0.189203219850099	26.09799	14.385248	199	11.712742	0.0849141447166426	1	FALSE	-	-0.22632629256326	0.5	0.5
ccnb1	chd1	P	NA	32.948403	0.238866822177442	32.948403	21.47684	199	11.471563	0.0831656635745996	2	FALSE	+	0.50705898252525	0.5	0.999859051955379
bcl2l1	smad4	P	NA	21.436653	0.155409813951545	21.436653	9.967993	199	11.46866	0.0831446176263398	-2	FALSE	-	-0.393711854496867	0.995088282933832	0.5
adgra2	peg3	P	NA	26.284789	0.190557461010617	26.284789	14.838529	199	11.44626	0.082982223812692	1	FALSE	+	0.24108836938752	0.5	0.5
gsk3b	myc	P	NA	21.242057	0.153999046694375	21.242057	9.84074	199	11.401317	0.0826563994748896	1	FALSE	-	-0.369824683759655	0.5	0.5
rad51c	sf3b1	P	NA	26.283826	0.190550479526575	26.283826	14.958768	199	11.325058	0.0821035427858286	1	FALSE	+	0.384145698465491	0.5	0.000554821805137322
cxcr1	prkg1	P	NA	26.069048	0.188993398343198	26.069048	14.837627	199	11.231421	0.0814247003961616	1	FALSE	+	0.361178895370057	0.5	0.5
abcc10	adam10	P	NA	21.064457	0.152711495743311	21.064457	9.834723	199	11.229734	0.0814124701120713	1	FALSE	-	-0.314485142540647	0.5	0.0308169044968988
map2k1	pms2	P	NA	20.84797	0.151142024781919	20.84797	9.687045	199	11.160925	0.0809136238654957	-2	FALSE	+	0.311239886447281	0.664199667247006	0.5
casp8	pms2	P	NA	21.029498	0.152458052648163	21.029498	9.925354	199	11.104144	0.08050197729707	2	FALSE	+	0.392639699710131	0.5	0.988206358697896
abcc10	acvr2b	P	NA	20.892678	0.151466145434623	20.892678	9.855067	199	11.037611	0.0800196314219169	1	FALSE	+	0.351772407058818	0.5	0.5
cbfb	itgav	P	NA	31.5332	0.228606991273165	31.5332	20.528031	199	11.005169	0.0797844358816329	1	FALSE	+	0.370431788712888	0.016746288421439	0.5
map3k1	ncoa3	P	NA	20.945624	0.151849989312185	20.945624	10.008372	199	10.937252	0.079292056388708	1	FALSE	+	0.428975234078062	0.5	0.5
map2k1	map2k5	P	NA	20.922717	0.151683919888559	20.922717	10.025766	199	10.896951	0.0789998852688946	-2	FALSE	+	0.455107806363945	0.980237032581208	0.5
ctnna1	rbl2	P	NA	20.432484	0.148129866029362	20.432484	9.535661	199	10.896823	0.0789989573042452	1	FALSE	+	0.267517742160913	0.237461488760765	0.12563778163803
ctnna1	sf3b1	P	NA	20.474354	0.148433411965855	20.474354	9.750172	199	10.724182	0.0777473577336216	1	FALSE	+	0.313447256658284	0.5	0.5
akt1s1	src	P	NA	20.548678	0.148972240439317	20.548678	9.867607	199	10.681071	0.0774348148898639	1	FALSE	+	0.393157291239975	0.5	0.5
cacna2d3	tgfb3	P	NA	20.454606	0.148290244419787	20.454606	9.888012	199	10.566594	0.0766048882557139	1	FALSE	+	0.450503445448276	0.5	0.5
acvr1	mmp11	P	NA	25.360329	0.183855381324686	25.360329	14.939652	199	10.420677	0.0755470303045512	1	FALSE	+	0.404971684135467	0.5	0.5
fgf1	pdgfrb	P	NA	20.266855	0.146929101522189	20.266855	9.846663	199	10.420192	0.0755435141884967	6	FALSE	+	0.382158922366252	0.985961594538226	0.767312969829953
mapk6	tbl1xr1	P	NA	19.966842	0.144754090128711	19.966842	9.563612	199	10.40323	0.0754205443730015	1	FALSE	+	0.254114511953708	0.5	0.5
adam17	stat3	P	NA	19.966842	0.144754090128711	19.966842	9.563612	199	10.40323	0.0754205443730015	1	FALSE	+	0.341533573448713	0.5	0.5
akt1s1	eif4e	P	NA	25.121019	0.182120449916469	25.121019	14.754837	199	10.366182	0.0751519566047861	2	FALSE	-	-0.363408225527915	0.5	0.999985853750657
akt1	nras	P	NA	25.320794	0.183568763493322	25.320794	14.970354	199	10.35044	0.0750378314523556	1	FALSE	-	-0.453209329240446	0.5	0.5
acvrl1	pms2	P	NA	20.205044	0.146480988842931	20.205044	9.877841	199	10.327203	0.0748693696198675	1	FALSE	-	-0.423525846696889	0.5	0.5
acvr1b	nr2f1	P	NA	20.203198	0.146467605852753	20.203198	9.894561	199	10.308637	0.0747347712473592	1	FALSE	+	0.276724613140287	0.5	0.5
jag1	mecom	P	NA	20.190723	0.146377165548054	20.190723	9.895845	199	10.294878	0.0746350222972708	1	FALSE	+	0.411494616063286	0.5	0.5
akt1s1	mapk9	P	NA	19.990221	0.144923581421982	19.990221	9.710376	199	10.279845	0.0745260371990312	1	FALSE	-	-0.266013805411612	0.5	0.5
pten	tgfb3	P	NA	20.234589	0.146695181933298	20.234589	9.954896	199	10.279693	0.07452493524101	1	FALSE	+	0.320930409623877	0.5	0.5
dll3	mecom	P	NA	20.2951	0.147133869971586	20.2951	10.021032	199	10.274068	0.0744841555445025	1	FALSE	-	-0.301037117800051	0.5	0.5
ccnd3	tbl1xr1	P	NA	20.253242	0.146830411031779	20.253242	9.981273	199	10.271969	0.0744689383741968	1	FALSE	-	-0.287024417736489	0.5	0.5
igf1	pdgfra	P	NA	20.069935	0.145501485906853	20.069935	9.904351	199	10.165584	0.0736976765052271	1	FALSE	+	0.430779655855033	0.5	0.5
eif4e	map4	P	NA	19.762861	0.143275284213457	19.762861	9.604726	199	10.158135	0.0736436733124654	-2	FALSE	-	-0.307049875932688	0.796950341525433	0.5
ccne1	col6a3	P	NA	20.059774	0.145427821463082	20.059774	10.011958	199	10.047816	0.0728438910299738	1	FALSE	-	-0.429118374293404	0.5	0.5
runx1	tbx3	P	NA	20.029055	0.145205117196946	20.029055	10.009013	199	10.020042	0.0726425372004982	1	FALSE	+	0.386612263171199	0.5	0.5
eif5a2	runx1	P	NA	24.894841	0.180480721881504	24.894841	14.941921	199	9.95292	0.072155921238013	2	FALSE	+	0.367834706490223	0.5	0.979465500301445
mmp13	ptprd	P	NA	19.941078	0.144567308244121	19.941078	9.991802	199	9.949276	0.0721295032443999	1	FALSE	+	0.460755026562822	0.5	0.5
cbfb	gsk3b	P	NA	19.760455	0.143257841377937	19.760455	9.848947	199	9.911508	0.0718556956750316	1	FALSE	-	-0.352059089566285	0.5	0.5
itgav	smad4	P	NA	19.169154	0.138971072431341	19.169154	9.28999	199	9.879164	0.0716212106076823	2	FALSE	+	0.258674360713023	0.5	0.997052941301015
acvr1	fgf1	P	NA	19.82683	0.143739041796726	19.82683	10.006619	199	9.820211	0.0711938176391118	-2	FALSE	+	0.434591749486256	0.89599848472058	0.5
kdm6a	nfkb2	P	NA	30.986559	0.224643994992529	30.986559	21.235113	199	9.751446	0.0706952903803845	-2	FALSE	-	-0.361036030206038	0.953170426632588	0.5
jak1	src	P	NA	19.605862	0.142137084822881	19.605862	9.920762	199	9.6851	0.0702143002035864	1	FALSE	-	-0.321254608753276	0.0111599743286896	0.5
dab2	eif5a2	P	NA	19.605792	0.142136577342214	19.605792	9.924158	199	9.681634	0.070189172660814	1	FALSE	+	0.419636256212067	0.5	0.5
pdgfrb	runx1	P	NA	33.9175	0.245892507785685	33.9175	24.268699	199	9.648801	0.0699511424785149	-2	FALSE	+	0.448088180597575	0.998967299881324	0.5
adam10	ncor1	P	NA	24.045823	0.17432557586027	24.045823	14.414024	199	9.631799	0.0698278826740667	1	FALSE	+	0.301662328051198	0.5	0.5
col12a1	myh9	P	NA	19.356954	0.140332570565406	19.356954	9.794362	199	9.562592	0.0693261510374094	1	FALSE	+	0.289812379796612	0.5	0.5
ccnb1	runx1	P	NA	19.489875	0.141296211105758	19.489875	10.020639	199	9.469236	0.0686493458201369	1	FALSE	-	-0.445320458840868	0.5	0.5
gsk3b	mmp15	P	NA	24.278914	0.176015421236028	24.278914	14.904488	199	9.374426	0.0679619995044249	1	FALSE	+	0.417620712693878	0.5	0.5
cdk2	ncoa3	P	NA	19.382227	0.140515792835599	19.382227	10.018833	199	9.363394	0.0678820205512034	-2	TRUE	-	-0.392635213151254	0.992258400948564	0.455987041960295
myc	smad4	P	NA	19.17157	0.138988587764099	19.17157	9.810468	199	9.361102	0.0678654041841998	-2	FALSE	+	0.396119986524219	0.998809022539628	0.5
pdgfra	zfp36l1	P	NA	19.285636	0.139815534761757	19.285636	9.946494	199	9.339142	0.0677062002490344	1	FALSE	+	0.422252169940612	0.5	0.5
epcam	hdac2	P	NA	33.726694	0.244509216981807	33.726694	24.406234	199	9.32046	0.0675707609085626	1	FALSE	+	0.530382306631669	0.5	0.5
map2k2	map4	P	NA	18.777798	0.136133849514647	18.777798	9.483726	199	9.294072	0.0673794551963064	1	FALSE	+	0.33710636946824	0.5	0.5
dab2	palb2	P	NA	19.225779	0.13938158804285	19.225779	9.944386	199	9.281393	0.0672875359479474	1	FALSE	-	-0.382456802888829	0.5	0.5
foxo3	map2k1	P	NA	24.155861	0.175123320970367	24.155861	14.975091	199	9.18077	0.0665580469876491	2	FALSE	-	-0.411959664930323	0.5	0.980237032581208
akap9	mmp19	P	NA	18.972129	0.137542695595003	18.972129	9.947721	199	9.024408	0.0654244656711492	1	FALSE	+	0.412628292980052	0.5	0.113856309802175
igf1	ppp2cb	P	NA	23.959689	0.173701128148452	23.959689	14.966572	199	8.993117	0.0651976145629861	1	FALSE	+	0.360415852145546	0.5	0.5
mmp7	nras	P	NA	19.002442	0.137762456473267	19.002442	10.025814	199	8.976628	0.0650780738668594	1	FALSE	+	0.379603734952168	0.5	0.5
itgav	rps6kb2	P	NA	23.593434	0.171045880549453	23.593434	14.65815	199	8.935284	0.064778341285098	1	FALSE	-	-0.428299397213005	0.5	0.124919142097041
akt1	cbfb	P	NA	25.895649	0.187736303481916	25.895649	16.980498	199	8.915151	0.0646323825953582	1	FALSE	-	-0.393046129201201	0.5	0.5
cacna2d3	pdgfra	P	NA	18.902241	0.137036026896422	18.902241	10.02517	199	8.877071	0.0643563131121569	1	FALSE	+	0.339831102417834	0.5	0.5
rbl1	tgfb3	P	NA	18.808671	0.136357670238252	18.808671	9.956653	199	8.852018	0.0641746857812052	1	FALSE	-	-0.341561614653582	0.5	0.5
serpini1	thada	P	NA	18.756274	0.135977806459068	18.756274	9.975677	199	8.780597	0.0636569032560026	1	FALSE	-	-0.407439174020709	0.5	0.5
col12a1	mmp1	P	NA	23.72036	0.171966058995482	23.72036	14.983348	199	8.737012	0.0633409240431526	6	FALSE	+	0.366447806968193	0.959445793472409	0.735666155018467
eif4e	fbxw7	P	NA	23.42859	0.169850807075481	23.42859	14.692856	199	8.735734	0.0633316588961061	2	FALSE	-	-0.44928142579622	0.5	0.999998706851662
ar	cyp21a2	P	NA	18.655923	0.13525028942365	18.655923	9.932125	199	8.723798	0.063245126192548	2	FALSE	+	0.344508409097411	0.5	0.791507247607106
col12a1	smad7	P	NA	18.479593	0.133971945621841	18.479593	9.784294	199	8.695299	0.0630385163133003	1	FALSE	+	0.318779106265367	0.158633310421054	0.5
fbxw7	map4	P	NA	23.250328	0.168558456807245	23.250328	14.614939	199	8.635389	0.0626041853590307	-2	FALSE	+	0.336519342758525	0.988660227860157	0.5
ccnd1	notch3	P	NA	23.467074	0.170129805447107	23.467074	14.851189	199	8.615885	0.0624627867455759	1	FALSE	+	0.411501578010445	0.5	0.5
map2k2	rps6kb2	P	NA	18.486287	0.134020475273116	18.486287	9.892246	199	8.594041	0.062304423778374	1	FALSE	+	0.417100813575793	0.5	0.5
hes2	notch3	P	NA	18.569363	0.134622753329482	18.569363	9.979949	199	8.589414	0.0622708793062424	1	FALSE	+	0.325244403837369	0.5	0.5
adgra2	heyl	P	pdgfrb [44%]	39.206541	0.284236594327185	15.645309	7.109299	199	8.53601	0.0618837150551688	1	FALSE	+	0.252636969938944	0.5	0.5
myc	nrarp	P	NA	29.577285	0.214427147700802	29.577285	21.098878	199	8.478407	0.0614661092137602	1	FALSE	+	0.464473300012711	0.00604140275980542	0.5
col6a3	ctnna1	P	NA	18.473659	0.133928925760672	18.473659	10.000771	199	8.472888	0.0614260979879779	1	FALSE	+	0.392540719775189	0.5	0.5
