x	y	type	ai	info	info_bits	info_cond	cplx	n_xy_ai	info_shifted	info_shifted_bits	ort_inferred	is_causal	sign	partial_correlation	p_y2x	p_x2y
nt5e	syne1	P	NA	120.251188	0.376324929693289	120.251188	37.355664	461	82.895524	0.259420740535124	1	FALSE	+	0.57286547936235	0.112609112606547	0.5
hsd17b6	syne1	P	NA	111.205225	0.348015675983604	111.205225	29.111103	461	82.094122	0.256912760727839	1	FALSE	+	0.601100901834101	0.5	0.5
igf1	zfp36l1	P	NA	118.348619	0.370370858410754	118.348619	36.959813	461	81.388806	0.254705481128143	1	FALSE	+	0.608297912128302	0.5	0.5
mmp13	nt5e	P	NA	103.432296	0.323690369863252	103.432296	23.029372	461	80.402924	0.251620172945276	1	FALSE	+	0.59534381819891	0.5	0.5
acvr1	pdgfra	P	NA	109.349878	0.342209385493304	109.349878	29.687456	461	79.662422	0.249302779098924	1	FALSE	+	0.579529346458926	0.5	0.5
cdkn1b	ppp2cb	P	NA	111.23848	0.348119747184438	111.23848	37.232047	461	74.006433	0.231602416232064	-2	FALSE	+	0.585723010536563	0.999195122975215	0.5
adam10	jak1	P	NA	102.206538	0.319854372058632	102.206538	29.187162	461	73.019376	0.228513430898062	1	FALSE	+	0.502502417689124	0.5	0.00225820069094966
mmp19	utrn	P	NA	92.106947	0.288247799714366	92.106947	19.278466	461	72.828481	0.227916026842031	1	FALSE	+	0.523550163140006	0.5	0.5
heyl	pdgfrb	P	NA	116.337238	0.364076261026722	116.337238	47.855469	461	68.481769	0.214313033682437	2	FALSE	+	0.625157105443936	0.5	0.99999999944014
ccnd2	col6a3	P	NA	98.010872	0.306724075895017	98.010872	29.899436	461	68.111436	0.213154080141054	-2	FALSE	+	0.595005390081707	0.999999606224307	0.5
mmp3	pdgfra	P	NA	97.595026	0.305422689860368	97.595026	29.598794	461	67.996232	0.212793550337387	1	FALSE	+	0.597421220591469	0.5	0.5
hey2	pdgfrb	P	NA	100.967477	0.315976742644188	100.967477	33.260378	461	67.707099	0.211888711410582	1	FALSE	+	0.536897885643139	0.5	5.59894755645432e-10
igf1	pdgfra	P	NA	93.379222	0.292229372020541	93.379222	29.622748	461	63.756474	0.199525268686261	1	FALSE	+	0.54463585995003	0.5	0.5
pdgfrb	ptprm	P	NA	105.826156	0.331181931578182	105.826156	43.023663	461	62.802493	0.196539794374325	1	FALSE	+	0.5108197090573	5.5986087547836e-10	0.5
fbxw7	map4	P	NA	95.327679	0.298327049355217	95.327679	34.784475	461	60.543204	0.189469371302232	1	FALSE	+	0.497206392054491	0.24796464070142	0.5
casp8	sf3b1	P	NA	89.215085	0.279197745557456	89.215085	29.252919	461	59.962166	0.187651018501433	1	FALSE	+	0.55968407850429	0.0539784786965735	0.5
dab2	pdgfrb	P	NA	89.417552	0.279831364075555	89.417552	29.802231	461	59.615321	0.186565570428858	1	FALSE	+	0.563601539618122	0.5	5.59860329346515e-10
dll1	pdgfrb	P	NA	89.145869	0.278981134754961	89.145869	29.605492	461	59.540377	0.186331033905769	1	FALSE	+	0.501997522201098	0.5	5.60002842735396e-10
ptk2	ubr5	P	NA	90.393353	0.282885123866433	90.393353	31.77153	461	58.621823	0.183456428047659	1	FALSE	+	0.558416313937237	0.5	0.5
col6a3	tgfb3	P	NA	94.473765	0.295654733751864	94.473765	36.823569	461	57.650196	0.180415730749407	1	FALSE	+	0.519114569772457	0.5	0.5
arid1a	spen	P	NA	100.079348	0.313197351529286	100.079348	43.106615	461	56.972733	0.178295616843798	1	FALSE	+	0.551910376637023	0.5	0.5
notch3	pdgfrb	P	NA	92.370085	0.289071287540113	92.370085	36.548974	461	55.821111	0.174691626934083	-2	TRUE	+	0.505473094944402	0.969982460673724	7.52907928414178e-06
acvr1	itgav	P	NA	78.388179	0.245315047955784	78.388179	23.222424	461	55.165755	0.17264069667114	1	FALSE	+	0.558376197510732	0.5	0.5
pdgfra	spry2	P	NA	87.300199	0.273205128342559	87.300199	32.218066	461	55.082133	0.17237900243099	1	FALSE	+	0.482115307456125	0.5	0.5
eif4e	map2k2	P	NA	82.811294	0.259157143564855	82.811294	27.788594	461	55.0227	0.172193007432367	1	FALSE	-	-0.512375404715068	0.5	0.5
eif4e	maml1	P	NA	83.331315	0.260784544254352	83.331315	28.433656	461	54.897659	0.17180169283235	1	FALSE	-	-0.496084252080743	0.5	0.5
mmp3	mmp7	P	NA	75.637637	0.23670725337193	75.637637	23.23242	461	52.405217	0.164001619701974	1	FALSE	+	0.541727341076325	0.5	0.5
hdac1	spen	P	NA	77.760439	0.24335054169772	77.760439	26.452147	461	51.308292	0.160568803524692	1	FALSE	+	0.510329464003887	0.5	0.5
pdgfrb	plagl1	P	NA	83.923441	0.262637596843899	83.923441	33.412507	461	50.510934	0.15807347937629	1	FALSE	+	0.539152849964654	5.59860328793241e-10	0.5
fas	zfp36l1	P	NA	79.178733	0.247789079051998	79.178733	29.631281	461	49.547452	0.155058271776755	1	FALSE	+	0.536773256147761	0.5	0.45985485596056
mmp1	nt5e	P	NA	74.674807	0.233694086200088	74.674807	25.52093	461	49.153877	0.153826582621185	1	FALSE	+	0.513171983258471	0.5	0.256034447891758
ppp2cb	spry2	P	NA	84.315724	0.263865242697967	84.315724	35.374351	461	48.941373	0.15316155340867	1	FALSE	+	0.47287487417412	0.5	0.5
map2k4	ncor1	P	NA	74.867987	0.234298641141517	74.867987	26.421882	461	48.446105	0.151611616993245	1	FALSE	+	0.514513935870994	0.318264911833459	0.5
hey1	heyl	P	NA	71.182847	0.222766031156741	71.182847	22.95506	461	48.227787	0.150928392923968	1	FALSE	+	0.439815262931863	0.5	0.5
col6a3	itgav	P	NA	70.940651	0.222008081117429	70.940651	23.196277	461	47.744374	0.149415556616373	1	FALSE	+	0.471246956720555	0.5	0.5
acvrl1	dab2	P	NA	70.514714	0.220675115395886	70.514714	23.22822	461	47.286494	0.147982625585305	1	FALSE	+	0.522399743713564	0.5	0.5
ccnb1	chd1	P	NA	66.174667	0.207092980289324	66.174667	19.553237	461	46.62143	0.145901314230265	1	FALSE	+	0.537009154266637	0.0113124477452553	0.5
adgra2	nr2f1	P	NA	75.503217	0.236286587282133	75.503217	29.263391	461	46.239826	0.144707088203403	1	FALSE	+	0.493086444801904	0.5	0.5
mmp1	mmp3	P	NA	74.795016	0.234070279102843	74.795016	28.57062	461	46.224396	0.144658800167652	1	FALSE	+	0.495381099801076	0.5	0.5
col6a3	myh9	P	NA	72.290458	0.226232289067661	72.290458	26.286897	461	46.003561	0.143967699171221	1	FALSE	+	0.521005821410036	0.5	0.5
dab2	eif5a2	P	NA	68.840616	0.215436041897921	68.840616	23.044652	461	45.795964	0.143318026367743	1	FALSE	+	0.512716615351798	0.5	0.5
ptpn22	zfp36l1	P	NA	67.680603	0.211805792434869	67.680603	23.020641	461	44.659962	0.13976291909694	1	FALSE	+	0.525819814757686	0.5	0.5
acvrl1	adgra2	P	NA	73.44729	0.229852583621982	73.44729	29.549782	461	43.897508	0.137376826678923	1	FALSE	+	0.509235783648197	0.5	0.5
gsk3b	kdm5a	P	NA	83.565251	0.261516644703561	83.565251	40.359604	461	43.205647	0.135211654371582	1	FALSE	+	0.467199391987625	0.5	0.5
mtor	spen	P	NA	68.825972	0.215390213641568	68.825972	25.774715	461	43.051257	0.134728492359948	1	FALSE	+	0.506809141003307	0.5	0.5
ccnd2	klrg1	P	NA	78.96952	0.247134348992151	78.96952	36.181511	461	42.788009	0.133904660290265	-2	FALSE	+	0.470588055170028	0.999999606224307	0.5
eif4e	tsc2	P	NA	74.63748	0.23357727171464	74.63748	31.866451	461	42.771029	0.133851521544508	1	FALSE	-	-0.46286842943878	0.5	0.408763184433362
hdac2	kdm3a	P	NA	79.286342	0.24812584037663	79.286342	37.2805	461	42.005842	0.131456876229426	1	FALSE	+	0.486745297002082	0.5	0.5
pdgfrb	runx1	P	NA	71.055765	0.222368329266967	71.055765	29.171222	461	41.884543	0.131077272182214	1	FALSE	+	0.403555099532291	6.67270776030578e-10	0.5
setd2	tnk2	P	NA	63.946822	0.200120960911083	63.946822	22.087458	461	41.859364	0.130998474745262	1	FALSE	+	0.42662722788574	0.129134030365225	0.5
heyl	jag1	P	NA	81.147442	0.253950134824783	81.147442	39.613164	461	41.534278	0.129981121252719	1	FALSE	+	0.528311709229476	0.5	0.5
abcc1	tsc2	P	NA	64.544929	0.201992730982278	64.544929	23.092242	461	41.452687	0.129725783007424	1	FALSE	+	0.475257760685773	0.5	0.0288982922036843
setd2	smarcd1	P	NA	63.027015	0.197242433801593	63.027015	22.019897	461	41.007118	0.128331379131776	1	FALSE	+	0.362581540997173	0.254534272406544	0.5
setd2	spen	P	NA	76.815894	0.240394597256513	76.815894	35.887598	461	40.928296	0.128084706445197	1	FALSE	+	0.414781701351636	0.5	0.5
cbfb	e2f4	P	NA	55.848364	0.174776914933973	55.848364	15.894722	461	39.953642	0.125034536179725	6	FALSE	+	0.499901798120211	0.999998695610775	0.985798368569669
mlst8	tsc2	P	NA	65.832446	0.206022002980023	65.832446	25.923633	461	39.908813	0.124894244257842	2	FALSE	+	0.483601254154441	0.5	0.971102159913068
asxl1	tnk2	P	NA	68.484532	0.214321680464212	68.484532	28.903707	461	39.580825	0.123867808984369	-2	FALSE	+	0.466616844069602	0.995742225699741	0.5
ctcf	ppp2cb	P	NA	82.771519	0.259032668087086	82.771519	43.493146	461	39.278373	0.122921288375894	-2	FALSE	-	-0.455993197707221	0.99999469397175	0.5
cdk2	rbl1	P	NA	62.494573	0.19557616171274	62.494573	23.262967	461	39.231606	0.122774931501756	1	FALSE	+	0.46144218644453	0.5	0.5
eif5a2	mmp11	P	NA	62.150976	0.194500878224748	62.150976	22.969931	461	39.181045	0.122616701341317	1	FALSE	+	0.46185700347865	0.5	0.5
fam20c	ptprm	P	NA	62.449431	0.195434890260385	62.449431	23.287211	461	39.16222	0.122557788685906	1	FALSE	+	0.489260066828076	0.5	0.5
eif4e	tnk2	P	NA	66.702289	0.208744168234799	66.702289	27.621776	461	39.080513	0.122302087419732	1	FALSE	-	-0.400834743332783	0.5	0.5
fbxw7	kdm5a	P	NA	61.762802	0.193286091446436	61.762802	23.251171	461	38.511631	0.120521776703353	1	FALSE	+	0.467849355257627	0.5	0.5
arid2	chd1	P	NA	60.570583	0.189555053617903	60.570583	22.840658	461	37.729925	0.118075435337554	1	FALSE	+	0.503236159938151	0.5	0.5
acvr1b	tnk2	P	NA	72.92999	0.228233698275665	72.92999	35.386764	461	37.543226	0.117491162622936	-2	FALSE	+	0.383284240032181	0.998157303957755	0.5
gsk3b	ppp2cb	P	NA	59.94218	0.187588472507752	59.94218	22.40028	461	37.5419	0.117487012918762	1	FALSE	-	-0.444336525520599	0.5	0.5
l1cam	mmp19	P	NA	53.021384	0.16592990836848	53.021384	15.578617	461	37.442767	0.117176777154145	1	FALSE	+	0.330477426868269	0.5	0.5
casp8	mapk14	P	NA	60.430539	0.189116787274506	60.430539	22.988901	461	37.441638	0.117173243959566	1	FALSE	+	0.511307235101861	0.00182992996566835	0.5
acvr2a	pdgfra	P	NA	65.98846	0.206510247283947	65.98846	29.133304	461	36.855156	0.115337854213425	1	FALSE	+	0.408475586663315	0.5	0.5
adgra2	mecom	P	NA	52.416668	0.164037455495712	52.416668	15.84787	461	36.568798	0.114441699622278	1	FALSE	+	0.4693829707111	0.5	0.5
jak1	sf3b1	P	NA	59.185434	0.185220243220523	59.185434	23.069954	461	36.11548	0.113023045326084	-2	FALSE	+	0.384663370243408	0.997748686729639	0.5
mapk3	mlst8	P	NA	58.855134	0.184186572565413	58.855134	23.13687	461	35.718264	0.111779961696232	1	FALSE	+	0.467689525976683	0.5	0.5
asxl1	maml1	P	NA	64.468767	0.20175438273997	64.468767	29.349428	461	35.119339	0.109905631701949	1	FALSE	+	0.485241392606314	0.267378007664046	0.5
arid2	kdm3a	P	NA	65.930982	0.206330370438914	65.930982	31.300422	461	34.63056	0.108376002549257	1	FALSE	+	0.421540333853904	0.00508531436841864	0.5
itgav	mapk6	P	NA	55.950736	0.175097287117761	55.950736	22.80686	461	33.143876	0.103723439351494	1	FALSE	+	0.429851963251393	0.5	0.114409793648656
foxo3	hist1h2bc	P	NA	58.545049	0.18321616455727	58.545049	26.437703	461	32.107346	0.100479628742529	1	FALSE	-	-0.45303856575969	0.5	0.5
asxl2	tnk2	P	NA	54.869528	0.171713657139953	54.869528	23.254565	461	31.614963	0.0989387209066986	1	FALSE	+	0.433789977688246	0.5	0.5
arid2	rpgr	P	NA	60.58395	0.189596885515108	60.58395	28.982808	461	31.601142	0.0988954682208849	1	FALSE	+	0.426339234109554	0.104475123432062	0.5
epcam	kdm5a	P	NA	60.441557	0.189151267998932	60.441557	28.841051	461	31.600506	0.0988934778650368	1	FALSE	-	-0.411952022270105	0.114316591704308	0.5
notch1	pdgfrb	P	NA	54.211627	0.169654762324126	54.211627	22.766451	461	31.445176	0.098407374132496	1	FALSE	+	0.405346097274887	0.5	1.76218215714212e-06
asxl1	epcam	P	NA	60.080028	0.188019866490391	60.080028	28.87745	461	31.202578	0.0976481660380717	-2	FALSE	-	-0.439493665366616	0.995742225699741	0.5
hsd17b7	ppp2cb	P	NA	52.762671	0.165120268537432	52.762671	22.616808	461	30.145863	0.0943411866668505	1	FALSE	+	0.46203511675454	0.5	0.5
fancd2	raf1	P	NA	58.275767	0.182373449142952	58.275767	29.388851	461	28.886916	0.0904013242077572	1	FALSE	+	0.447196403784228	0.5	0.5
ncstn	rab25	P	NA	52.064443	0.162935170765176	52.064443	23.235738	461	28.828705	0.0902191534463142	1	FALSE	+	0.433031718366571	0.5	0.5
epcam	ncstn	P	NA	50.107834	0.156811981825352	50.107834	21.581425	461	28.526409	0.0892731210383303	2	TRUE	-	-0.301185859661061	0.114316591185347	0.725369355587026
adam10	eif4e	P	NA	57.587617	0.180219890374215	57.587617	29.075414	461	28.512203	0.0892286634987406	1	FALSE	+	0.423365629292603	0.5	0.5
cdk6	csf1r	P	NA	51.74781	0.161944270854369	51.74781	23.293615	461	28.454195	0.0890471280238341	1	FALSE	+	0.41824562587528	0.249853365577834	0.5
hsd3b1	mmp19	P	NA	43.508764	0.136160256091124	43.508764	15.687045	461	27.821719	0.0870678004995797	1	FALSE	+	0.320470332574423	0.5	0.5
erbb3	tnk2	P	NA	53.202303	0.166496092629007	53.202303	25.472032	461	27.730271	0.0867816148681281	1	FALSE	+	0.45064792302907	0.0324913292874476	0.5
cbfb	ccnd2	P	NA	43.487096	0.136092446294712	43.487096	15.884051	461	27.603045	0.086383462331746	1	FALSE	+	0.408010872205961	0.00581040677234795	1.06482701191351e-05
ccnd1	gata3	P	NA	49.62612	0.155304462521823	49.62612	22.715889	461	26.910231	0.0842153076201225	1	FALSE	+	0.430440495147838	0.5	0.5
ptk2	tnk2	P	NA	42.642355	0.133448837506132	42.642355	15.787841	461	26.854514	0.0840409418075558	1	FALSE	+	0.373533341352012	0.5	0.5
asxl1	foxo3	P	NA	42.290558	0.132347892197456	42.290558	15.581465	461	26.709093	0.0835858481946684	2	TRUE	+	0.384587705491409	0.00464800336774522	0.928072643013414
adam10	ncoa2	P	NA	49.026699	0.153428580300338	49.026699	22.582893	461	26.443806	0.0827556350942079	1	FALSE	+	0.405627973595431	0.5	0.5
map2k4	rps6kb2	P	NA	41.902644	0.131133919086628	41.902644	15.82589	461	26.076754	0.0816069494105888	1	FALSE	-	-0.348873218989498	0.5	0.5
map2k5	pdgfra	P	NA	49.110806	0.153691792343297	49.110806	23.219686	461	25.89112	0.0810260096031693	1	FALSE	-	-0.399874465753745	0.5	0.5
raf1	setd2	P	NA	55.228701	0.172837685569283	55.228701	29.450168	461	25.778533	0.0806736696756887	2	FALSE	+	0.356491171791791	0.5	0.870866737452165
ccnb1	ubr5	P	NA	41.273347	0.129164540212124	41.273347	15.862894	461	25.410453	0.0795217668760132	-2	FALSE	+	0.400135878031792	0.98869744434402	0.5
pms2	runx1	P	NA	41.064238	0.128510135619271	41.064238	15.676683	461	25.387555	0.0794501078064985	1	FALSE	-	-0.384023504752799	0.5	0.5
erbb3	ncstn	P	NA	47.534664	0.148759271199833	47.534664	22.185457	461	25.349207	0.0793300981114269	-2	FALSE	+	0.371963434720965	0.99982704784971	0.5
cbfb	cdh1	P	NA	48.025717	0.150296016813529	48.025717	22.932264	461	25.093453	0.0785297184422566	2	TRUE	+	0.411062673977616	5.3879593798391e-06	0.658070034054563
foxo3	pms2	P	NA	53.751687	0.168215384542984	53.751687	29.108763	461	24.642924	0.0771197922945848	1	FALSE	-	-0.40296266364751	0.5	0.5
gata3	nt5e	P	NA	43.853789	0.137240008491304	43.853789	19.25665	461	24.597139	0.0769765085799491	1	FALSE	-	-0.399067048830138	0.5	0.117651513951417
gata3	setd2	P	NA	51.761269	0.161986390664685	51.761269	27.566224	461	24.195045	0.0757181592962805	1	FALSE	+	0.35608335128505	0.5	0.218038614533357
asxl1	casp8	P	NA	47.117805	0.147454714991482	47.117805	23.180436	461	23.937369	0.0749117647467011	1	FALSE	-	-0.435882974099365	0.00425777442747952	0.5
adam10	mapk9	P	NA	39.281725	0.122931778427471	39.281725	15.447469	461	23.834256	0.0745890736105814	1	FALSE	+	0.284123305171832	0.5	0.5
col6a3	mmp13	P	ptprd [73%]	120.204082	0.376177511921931	31.455295	7.632251	461	23.823044	0.0745539857650316	1	FALSE	+	0.373766487097038	0.5	0.5
ackr3	hsd17b6	P	NA	39.225615	0.122756182725206	39.225615	15.854647	461	23.370968	0.0731392182958235	1	FALSE	+	0.318918739826908	0.5	0.5
map3k1	pik3r1	P	NA	38.994214	0.122032015533976	38.994214	15.64335	461	23.350864	0.0730763030222834	1	FALSE	+	0.409229320617413	0.0634328000566407	0.5
cdh1	rbl2	P	NA	38.955377	0.121910475518134	38.955377	15.802972	461	23.152405	0.0724552275014161	1	FALSE	+	0.353847465371145	0.00335537744878548	0.5
foxo3	map2k1	P	NA	38.799775	0.121423520564225	38.799775	15.703767	461	23.096008	0.0722787336354269	1	FALSE	-	-0.361491790762194	0.5	0.5
hsd17b6	ptprd	P	mmp13 [75%]	128.640527	0.402579284946297	34.792794	11.760342	461	23.032452	0.0720798357481846	1	FALSE	+	0.368689258651696	0.5	0.5
nras	nt5e	P	NA	33.379719	0.104461507738757	33.379719	10.417726	461	22.961993	0.0718593349892128	1	FALSE	+	0.334532730979664	0.5	0.11557484794849
lifr	rpgr	P	NA	33.379659	0.104461319969338	33.379659	10.425985	461	22.953674	0.0718333007591799	1	FALSE	+	0.391692780331171	0.5	0.5
maml1	notch3	P	NA	45.716154	0.143068261744721	45.716154	23.074693	461	22.641461	0.0708562331956201	1	FALSE	+	0.419778652384174	0.5	0.109528521461107
hsd17b6	tnk2	P	NA	45.460321	0.142267634845814	45.460321	22.824991	461	22.63533	0.0708370462904234	1	FALSE	-	-0.362312908518035	0.5	0.5
ncoa3	ptk2	P	NA	38.419243	0.120232649350994	38.419243	15.829468	461	22.589775	0.0706944823585629	1	FALSE	+	0.353880710929998	0.00890132880705405	0.0831892405592998
eif4e	lifr	P	NA	44.244055	0.138461342163381	44.244055	21.714512	461	22.529543	0.0705059868971685	1	FALSE	+	0.343926688461332	0.5	0.5
akap9	mmp19	P	NA	38.042414	0.119053366640444	38.042414	15.735241	461	22.307173	0.069810082133085	1	FALSE	+	0.397393410280052	0.5	0.5
jag1	mecom	P	NA	37.763716	0.118181183945204	37.763716	15.508702	461	22.255014	0.0696468510471029	1	FALSE	+	0.403111458395162	0.5	0.5
prkcq	setd2	P	NA	32.612267	0.102059774128084	32.612267	10.38383	461	22.228437	0.0695636785826741	-2	FALSE	-	-0.338396851120583	0.555642021401158	0.5
itgav	ptk2	P	NA	32.545671	0.101851362590247	32.545671	10.366091	461	22.17958	0.0694107810737528	1	FALSE	-	-0.360688827558258	0.5	0.5
col12a1	mmp11	P	col6a3 [83%]	165.648097	0.518394117298469	38.501125	16.39568	461	22.105445	0.0691787763083378	1	FALSE	+	0.339172987875432	0.5	0.5
cdk2	fancd2	P	NA	44.89494	0.140498280475071	44.89494	23.044479	461	21.850461	0.0683808063467195	1	FALSE	+	0.450797410092182	0.5	0.5
maml1	tubb4b	P	NA	50.553592	0.158206977174672	50.553592	28.7738	461	21.779792	0.068159648394779	1	FALSE	+	0.371104056148785	0.5	0.5
mapk6	tnk2	P	NA	44.150872	0.138169726866211	44.150872	22.80906	461	21.341812	0.0667889942212247	-2	TRUE	-	-0.409236388531905	0.886225568429354	0.10362953909479
notch1	vegfa	P	NA	44.371696	0.138860793438249	44.371696	23.073687	461	21.298009	0.0666519131564176	1	FALSE	+	0.384317665045311	0.396921782197996	0.5
asxl2	birc6	P	NA	37.088374	0.11606770768858	37.088374	15.816835	461	21.271539	0.0665690755474538	-2	FALSE	+	0.366498645644181	0.997817212033128	0.5
men1	tsc2	P	NA	43.020832	0.13463327761674	43.020832	21.784796	461	21.236036	0.0664579692523633	1	FALSE	+	0.305896904079886	0.5	0.0288978459324566
cacna2d3	pik3r1	P	NA	43.79406	0.137053087163544	43.79406	22.623132	461	21.170928	0.066254214396133	1	FALSE	+	0.354174068039454	0.46958222564668	0.5
gsk3b	jak1	P	NA	40.441734	0.126562015372561	40.441734	19.289943	461	21.151791	0.0661943253397393	2	FALSE	-	-0.382607299862486	0.5	0.997748686729639
adam10	map2k1	P	NA	36.247602	0.113436519847108	36.247602	15.269348	461	20.978254	0.0656512429768092	1	FALSE	+	0.234786279498521	0.5	0.5
foxo3	notch3	P	NA	49.849812	0.15600450447212	49.849812	28.881441	461	20.968371	0.0656203142239045	1	FALSE	+	0.405307614883443	0.5	0.0567115084285823
jag1	pms2	P	NA	36.508625	0.114253388800813	36.508625	15.883014	461	20.625611	0.0645476501193164	1	FALSE	-	-0.378047314783386	0.5	0.5
map2k2	syne1	P	NA	36.249725	0.113443163755073	36.249725	15.693143	461	20.556582	0.0643316245315126	-2	FALSE	-	-0.399574146342124	0.918790178116584	0.5
map3k1	zfp36l1	P	NA	46.3952	0.145193329633518	46.3952	25.844185	461	20.551015	0.0643142026588605	2	FALSE	+	0.378739088249566	0.5	0.545931332629769
hdac9	thsd7a	P	NA	43.239415	0.135317331000954	43.239415	22.805824	461	20.433591	0.0639467253866667	1	FALSE	+	0.332884030056565	0.5	0.00318820293814401
ptk2	src	P	NA	36.173172	0.113203591882047	36.173172	15.777629	461	20.395543	0.0638276545386933	1	FALSE	+	0.321108319589853	0.5	0.5
ncoa3	src	P	NA	39.952407	0.12503067125917	39.952407	19.596492	461	20.355915	0.0637036390960027	1	FALSE	+	0.394680102801189	0.00994562590311174	0.5
hsd17b6	stmn2	P	NA	30.664369	0.0959638461785017	30.664369	10.33096	461	20.333409	0.0636332067866964	1	FALSE	+	0.330641167212575	0.5	0.5
sf3b1	smad1	P	NA	30.612034	0.095800064302222	30.612034	10.38065	461	20.231384	0.0633139205360528	1	FALSE	+	0.373912767355856	0.5	0.5
acvr1b	vegfa	P	NA	30.32298	0.0948954726051523	30.32298	10.227712	461	20.095268	0.0628879468306609	1	FALSE	+	0.316376809233273	0.5	0.5
slc19a1	src	P	NA	30.514164	0.0954937810838884	30.514164	10.41995	461	20.094214	0.0628846483478559	1	FALSE	+	0.373482177188346	0.5	0.300379739201281
chd1	hsd17b7	P	NA	30.355435	0.0949970402137251	30.355435	10.280422	461	20.075013	0.0628245590040813	1	FALSE	+	0.329312957282013	0.5	0.5
casp8	pms2	P	NA	42.751984	0.133791920401224	42.751984	22.901243	461	19.850741	0.0621227019493953	1	FALSE	+	0.373440984823118	0.5	0.5
setd2	vegfa	P	NA	34.867458	0.109117372548816	34.867458	15.201195	461	19.666263	0.0615453798327942	1	FALSE	+	0.171833190205112	0.5	0.5
maml1	raf1	P	NA	30.082773	0.0941437471221007	30.082773	10.420865	461	19.661908	0.0615317509024187	1	FALSE	+	0.362379183676977	0.5	0.5
notch1	smad6	P	NA	42.462768	0.132886821726721	42.462768	22.834552	461	19.628216	0.0614263121143111	2	TRUE	+	0.420241214579443	0.277537921601787	0.996516975210942
hsd17b4	prr16	P	NA	29.567987	0.0925327293144671	29.567987	9.97575	461	19.592237	0.0613137161818249	1	FALSE	+	0.153830956360531	0.5	0.5
numbl	thsd7a	P	NA	35.003702	0.10954374682897	35.003702	15.440368	461	19.563334	0.0612232645228947	1	FALSE	+	0.370602149337158	0.00962710157396529	0.5
bmp5	utrn	P	NA	29.848691	0.0934111897673038	29.848691	10.322999	461	19.525692	0.0611054642479942	1	FALSE	+	0.287202217138646	0.5	0.0753838355487939
